wkt_geom,COMPKEY,COMPTYPE,SEGKEY,UNITID,UNITTYPE,UNITDESC,OWNERSHIP,CONDITION,CONDITION_,CURRENT_ST,CURRENT__1,LAST_VERIF,PLANTED_DA,BOTANICAL_,SCIENTIFIC,HERITAGE,EXCEPTIONA,CODEREQ,GSI,GREEN_FACT,WIRES,CABLED,CLEARANCE_,SPACETYPE,SITETYPE,GROWSPACE,DIAM,CONDITION1,FUNDING_SO,WATER_THRO,WATER_TH_1,WATER_TH_2,OWNERDIAM,EXPDATE,COMMON_NAM,TREEHEIGHT,ASBUILTPLA,LANDSCAPEA,COMMENTS,PRIMARYDIS,SECONDARYD,OVERRIDEYN,OVERRIDECO,SHAPE_LNG,SHAPE_LAT,IRRIGATESY,ASSETGROUP,ASSETGRO_1,MODDATE,MODBY,TOTAL_RANK,TOTAL_COUN,GENUS
MultiPoint ((-122.3719599399999538 47.57756345200004944)),259715,36,10820,TRE-92003,TRE,2785 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,Y,N,Y,GRASS,STRP,4,4,4,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,"MultiTrunk= , TrunkLean=0, BrnDefect=N, TrnDefect=0, RootProb=0",DISTRICT1,,N,,-122.3719599,47.57756345,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.36216372599994884 47.57053145800006178)),342919,36,9958,TRE-500964,TRE,,SDOT,,,INSVC,,,,SEQOIA,Sequoiadendron giganteum,N,N,N,N,N,N,N,N,OTHER,,99,21,4,SDOT,0,0,0,SDOT2,,Giant Sequoia,0,,1,,DISTRICT1,,N,,-122.3621637,47.57053146,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,64,75,Sequoiadendron
MultiPoint ((-122.3726000009999666 47.58087900100002798)),349976,36,287002,TRE-1033026,TRE,2600 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,N,,STRP,20,8,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.3726,47.580879,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37100000099997033 47.57505800100005899)),349894,36,10821,TRE-1032944,TRE,3200 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,N,,STRP,5,4,4,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.371,47.575058,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37089999999994916 47.57450700000003962)),349888,36,10821,TRE-1032938,TRE,3200 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,N,,STRP,5,5,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.3709,47.574507,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37159999999994398 47.577474000000052)),349928,36,287002,TRE-1032978,TRE,2800 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,N,,STRP,5,4,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.3716,47.577474,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37239999999997053 47.57922900000005484)),349958,36,287002,TRE-1033008,TRE,2600 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,N,,STRP,5,5,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.3724,47.579229,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37242999899996221 47.58045000000004165)),349971,36,287002,TRE-1033021,TRE,2600 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,N,,STRP,20,8,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.37243,47.58045,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.3709999999999809 47.57608099900005527)),349906,36,287002,TRE-1032956,TRE,3100 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,CHERRY,Prunus sp.,N,N,N,N,N,N,N,N,,STRP,20,5,5,SDOT,0,0,0,SDOT1,,Cherry/Plum/Laurel,0,,1,,DISTRICT1,,N,,-122.371,47.576081,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,2,25566,Prunus
MultiPoint ((-122.37139999999999418 47.57715999900005954)),349923,36,287002,TRE-1032973,TRE,3000 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,N,,STRP,5,2,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.3714,47.57716,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37230999899998096 47.578420000000051)),349944,36,10820,TRE-1032994,TRE,2800 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,N,,STRP,5,5,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.37231,47.57842,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37113290999997162 47.57576763600008007)),259812,36,10821,TRE-92100,TRE,3200 HARBOR AVE S,SDOT,,,REMOVED,,12/31/07,4/1/00,SWETGM,Liquidambar styraciflua,N,N,N,N,N,Y,N,N,GRASS,MEDN,4,10,1,SDOT,0,0,0,SDOT1,,Sweetgum,0,,1,"MultiTrunk= , TrunkLean=0, BrnDefect=N, TrnDefect=0, RootProb=0",DISTRICT1,,N,,-122.3711329,47.57576763,N,,,10/18/17,FN_GIS_TREELOAD,11,3459,Liquidambar
MultiPoint ((-122.3728024359999722 47.58056555100006335)),259712,36,10820,TRE-92000,TRE,2627 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,Y,N,Y,GRASS,STRP,10,4,4,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,"MultiTrunk= , TrunkLean=0, BrnDefect=N, TrnDefect=0, RootProb=0",DISTRICT1,,N,,-122.3728024,47.58056555,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37260214599996289 47.57872561200002792)),259725,36,10820,TRE-92013,TRE,2627 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,Y,N,Y,GRASS,STRP,4,4,4,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,"MultiTrunk= , TrunkLean=0, BrnDefect=N, TrnDefect=0, RootProb=0",DISTRICT1,,N,,-122.3726021,47.57872561,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.3710338649999585 47.57447199100005264)),259821,36,10821,TRE-92109,TRE,3241 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,Y,N,Y,GRASS,STRP,4,4,4,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,"MultiTrunk= , TrunkLean=0, BrnDefect=N, TrnDefect=0, RootProb=0",DISTRICT1,,N,,-122.3710339,47.57447199,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37266963699994449 47.57936359300003915)),259744,36,10820,TRE-92032,TRE,2627 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,Y,N,Y,GRASS,STRP,4,4,4,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,"MultiTrunk= , TrunkLean=0, BrnDefect=N, TrnDefect=0, RootProb=0",DISTRICT1,,N,,-122.3726696,47.57936359,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37149963399997432 47.57665932300005807)),259796,36,10821,TRE-92084,TRE,3043 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,4/1/00,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,Y,N,N,GRASS,STRP,4,4,4,SDOT,0,2001,2002,SDOT1,,Pacific Sunset Maple,0,,1,"MultiTrunk= , TrunkLean=0, BrnDefect=N, TrnDefect=0, RootProb=0",DISTRICT1,,N,,-122.3714996,47.57665932,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37089999999994916 47.57450900000003458)),349887,36,10821,TRE-1032937,TRE,3200 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,N,,STRP,5,5,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.3709,47.574509,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37103200299998207 47.57440894900003059)),259825,36,10821,TRE-92113,TRE,3241 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,Y,N,N,GRASS,STRP,4,2,4,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,"MultiTrunk= , TrunkLean=0, BrnDefect=N, TrnDefect=0, RootProb=0",DISTRICT1,,N,,-122.371032,47.57440895,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.3707968059999871 47.57248173400006408)),259851,36,10821,TRE-92139,TRE,3400 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,SWETGM,Liquidambar styraciflua,N,N,N,N,N,Y,N,N,GRASS,MEDN,1,3,4,SDOT,0,0,0,SDOT1,,Sweetgum,0,,1,"MultiTrunk= , TrunkLean=0, BrnDefect=N, TrnDefect=0, RootProb=0",DISTRICT1,,N,,-122.3707968,47.57248173,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,11,3459,Liquidambar
MultiPoint ((-122.37089999999994916 47.5745109990000401)),349886,36,10821,TRE-1032936,TRE,3200 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,N,,STRP,5,4,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.3709,47.574511,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37190000099997178 47.5779239990000633)),349937,36,287002,TRE-1032987,TRE,2800 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,N,,STRP,5,4,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.3719,47.577924,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.36211136299993996 47.57083709200003341)),342932,36,9658,TRE-500977,TRE,,SDOT,,,INSVC,,,,SEQOIA,Sequoiadendron giganteum,N,N,N,N,N,N,N,N,OTHER,,99,10,4,SDOT,0,0,0,SDOT1,,Giant Sequoia,0,,1,,DISTRICT1,,N,,-122.3621114,47.57083709,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,64,75,Sequoiadendron
MultiPoint ((-122.3709894029999532 47.5739269270000591)),259840,36,10821,TRE-92128,TRE,3301 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,Y,N,N,GRASS,STRP,4,3,4,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,"MultiTrunk= , TrunkLean=0, BrnDefect=N, TrnDefect=0, RootProb=0",DISTRICT1,,N,,-122.3709894,47.57392693,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37316800999997213 47.58169032200004267)),241631,36,10819,TRE-73919,TRE,2423 S HARDY ST,PRIV,,,INSVC,,,10/6/92,CHEAUT,Prunus x subhirtella `Autumnal,N,N,N,N,N,Y,N,N,GRASS,,14,1,3,PVT,0,0,0,PRIV1,,Autumn Flowering Cherry,0,,1,"TrunkLean=0, Topped=0, BrnDefect=1, TrnDefect=0, RootProb=0",DISTRICT1,,N,,-122.373168,47.58169032,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,2,25566,Prunus
MultiPoint ((-122.37079999899998484 47.57469100000002982)),349889,36,287002,TRE-1032939,TRE,3200 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,N,,STRP,5,2,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.3708,47.574691,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.36196843799996259 47.5707096990000764)),342927,36,9658,TRE-500972,TRE,,SDOT,,,INSVC,,,,SEQOIA,Sequoiadendron giganteum,N,N,N,N,N,N,N,N,OTHER,,99,26,4,SDOT,0,0,0,SDOT3,,Giant Sequoia,0,,1,,DISTRICT1,,N,,-122.3619684,47.5707097,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,64,75,Sequoiadendron
MultiPoint ((-122.37111573999999337 47.57559786200005192)),259814,36,10821,TRE-92102,TRE,3200 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,4/1/00,SWETGM,Liquidambar styraciflua,N,N,N,N,N,N,N,Y,GRASS,MEDN,4,7,4,SDOT,0,2001,2002,SDOT1,,Sweetgum,0,,1,"MultiTrunk= , TrunkLean=0, BrnDefect=N, TrnDefect=0, RootProb=0",DISTRICT1,,N,,-122.3711157,47.57559786,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,11,3459,Liquidambar
MultiPoint ((-122.37135333499998069 47.5760964420000505)),259803,36,10821,TRE-92091,TRE,3043 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,4/1/00,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,Y,N,Y,GRASS,STRP,4,4,4,SDOT,0,2001,2002,SDOT1,,Pacific Sunset Maple,0,,1,"MultiTrunk= , TrunkLean=0, BrnDefect=N, TrnDefect=0, RootProb=0",DISTRICT1,,N,,-122.3713533,47.57609644,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37201608399999486 47.57768060000006471)),259716,36,10820,TRE-92004,TRE,2651 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,Y,N,N,GRASS,STRP,4,2,4,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,"MultiTrunk= , TrunkLean=0, BrnDefect=N, TrnDefect=0, RootProb=0",DISTRICT1,,N,,-122.3720161,47.5776806,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37108999899999162 47.57625999900005809)),350175,36,287002,TRE-1033226,TRE,3000 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,Y,,STRP,4,7,4,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.37109,47.57626,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37229999899994937 47.57946399900004053)),349961,36,287002,TRE-1033011,TRE,2600 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,N,,STRP,5,5,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.3723,47.579464,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37262572799994587 47.57979743000004191)),259735,36,10820,TRE-92023,TRE,2625 HARBOR AVE S,SDOT,,,INSVC,,12/31/08,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,Y,N,N,GRASS,,1,2,4,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,"MultiTrunk= , TrunkLean=0, BrnDefect=N, TrnDefect=0, RootProb=0",DISTRICT1,,N,,-122.3726257,47.57979743,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37079999899998484 47.57440500000006978)),349882,36,287002,TRE-1032932,TRE,3200 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,N,,STRP,5,5,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.3708,47.574405,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37181087799996249 47.57731868600006919)),259783,36,10820,TRE-92071,TRE,3003 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,Y,N,Y,GRASS,STRP,4,4,4,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,"MultiTrunk= , TrunkLean=0, BrnDefect=N, TrnDefect=0, RootProb=0",DISTRICT1,,N,,-122.3718109,47.57731868,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37259858799995982 47.5799760310000579)),259747,36,10820,TRE-92035,TRE,2625 HARBOR AVE S,SDOT,,,INSVC,,12/31/08,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,Y,N,N,GRASS,,1,2,4,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,"MultiTrunk= , TrunkLean=0, BrnDefect=N, TrnDefect=0, RootProb=0",DISTRICT1,,N,,-122.3725986,47.57997603,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37263099499995178 47.57970138800004634)),259734,36,10820,TRE-92022,TRE,2627 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,Y,N,Y,GRASS,STRP,1,4,4,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,"MultiTrunk= , TrunkLean=0, BrnDefect=N, TrnDefect=0, RootProb=0",DISTRICT1,,N,,-122.372631,47.57970139,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37099999899999148 47.57562000000007174)),349902,36,287002,TRE-1032952,TRE,3200 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,N,,STRP,5,5,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.371,47.57562,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37189999999998236 47.57783600100003696)),349936,36,287002,TRE-1032986,TRE,2800 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,N,,STRP,5,4,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.3719,47.577836,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.36215705699999035 47.57038467100005619)),342913,36,9958,TRE-500958,TRE,,SDOT,,,INSVC,,,,SEQOIA,Sequoiadendron giganteum,N,N,N,N,N,N,N,N,OTHER,,99,19,4,SDOT,0,0,0,SDOT2,,Giant Sequoia,0,,1,,DISTRICT1,,N,,-122.3621571,47.57038467,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,64,75,Sequoiadendron
MultiPoint ((-122.37264314499998363 47.57942701900003613)),259731,36,10820,TRE-92019,TRE,2627 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,Y,N,N,GRASS,STRP,1,3,4,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,"MultiTrunk= , TrunkLean=0, BrnDefect=N, TrnDefect=0, RootProb=0",DISTRICT1,,N,,-122.3726431,47.57942702,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37433630499998571 47.58355598100007455)),350004,36,287003,TRE-1033054,TRE,2200 HARBOR AVE SW,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,Y,N,N,,STRP,5,4,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.3743363,47.58355598,N,,,6/6/11,RUNDQUN,1,29524,Acer
MultiPoint ((-122.37360443899996199 47.58268540300002769)),349993,36,287003,TRE-1033043,TRE,2300 HARBOR AVE SW,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,N,,STRP,5,4,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.3736044,47.5826854,N,,,6/6/11,RUNDQUN,1,29524,Acer
MultiPoint ((-122.37365355799994404 47.58274995100003935)),349994,36,287003,TRE-1033044,TRE,2300 HARBOR AVE SW,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,N,,STRP,5,5,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.3736536,47.58274995,N,,,6/6/11,RUNDQUN,1,29524,Acer
MultiPoint ((-122.37494370199993909 47.58425789200003919)),350015,36,287003,TRE-1033065,TRE,2100 HARBOR AVE SW,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,Y,N,N,,STRP,5,4,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.3749437,47.58425789,N,,,6/6/11,RUNDQUN,1,29524,Acer
MultiPoint ((-122.37499975399998675 47.58432211000007328)),350016,36,287003,TRE-1033066,TRE,2100 HARBOR AVE SW,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,Y,N,N,,STRP,5,4,4,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.3749998,47.58432211,N,,,6/6/11,RUNDQUN,1,29524,Acer
MultiPoint ((-122.37505374899996013 47.58438553000007687)),350017,36,287003,TRE-1033067,TRE,2100 HARBOR AVE SW,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,Y,N,N,,STRP,5,4,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.3750538,47.58438553,N,,,6/6/11,RUNDQUN,1,29524,Acer
MultiPoint ((-122.37473974499994256 47.5840210510000361)),350011,36,287003,TRE-1033061,TRE,2100 HARBOR AVE SW,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,Y,N,N,,STRP,5,4,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.3747397,47.58402105,N,,,6/6/11,RUNDQUN,1,29524,Acer
MultiPoint ((-122.37453230799997073 47.5837868410000624)),350007,36,287003,TRE-1033057,TRE,2100 HARBOR AVE SW,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,N,,STRP,5,4,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.3745323,47.58378684,N,,,6/6/11,RUNDQUN,1,29524,Acer
MultiPoint ((-122.37484110199994802 47.5841389060000779)),350013,36,287003,TRE-1033063,TRE,2100 HARBOR AVE SW,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,Y,N,N,,STRP,5,4,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.3748411,47.5841389,N,,,6/6/11,RUNDQUN,1,29524,Acer
MultiPoint ((-122.37390337699997644 47.58303682200005369)),349998,36,287003,TRE-1033048,TRE,2300 HARBOR AVE SW,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,N,,STRP,5,6,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.3739034,47.58303682,N,,,6/6/11,RUNDQUN,1,29524,Acer
MultiPoint ((-122.37520085699998162 47.58456131300005154)),350019,36,287003,TRE-1033069,TRE,2100 HARBOR AVE SW,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,Y,N,N,,STRP,5,4,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.3752009,47.58456131,N,,,6/6/11,RUNDQUN,1,29524,Acer
MultiPoint ((-122.3742791919999604 47.58349021300006143)),350003,36,287003,TRE-1033053,TRE,2200 HARBOR AVE SW,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,N,,STRP,5,4,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.3742792,47.58349021,N,,,6/6/11,RUNDQUN,1,29524,Acer
MultiPoint ((-122.3746369639999898 47.58389824400006773)),350009,36,287003,TRE-1033059,TRE,2100 HARBOR AVE SW,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,Y,N,N,,STRP,5,4,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.374637,47.58389824,N,,,6/6/11,RUNDQUN,1,29524,Acer
MultiPoint ((-122.37457996199998433 47.58383719500005782)),350008,36,287003,TRE-1033058,TRE,2100 HARBOR AVE SW,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,Y,N,N,,STRP,5,4,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.37458,47.58383719,N,,,6/6/11,RUNDQUN,1,29524,Acer
MultiPoint ((-122.3746868159999508 47.58395959300003142)),350010,36,287003,TRE-1033060,TRE,2100 HARBOR AVE SW,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,Y,N,N,,STRP,5,5,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.3746868,47.58395959,N,,,6/6/11,RUNDQUN,1,29524,Acer
